territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Argentina,USER_5447e282c9,Como que no van a haber más domingos de euphoria😭😭?,Cine y series,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_5447e282c9,Siempre quiero pagar todo *,Hábitos personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,La vida dira,Reflexión sobre el destino,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,Que mal me siento,Malestar general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,😞😞😞😞,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7df976ca3e,Una  mierdas  todos,Frustración/queja,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,Como  necesito  a alguien  y nadie  esta,Sentimiento de soledad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Y el  amor  me  vencio  una  vez  mas,Amor romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Fuiste  y sos  lo que mas  amo,Amor romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Basta de tonteras  y a  olvidar un poco  de cosas,Superación/deseo de olvidar,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,"Si crees firmemente en algo, no tengas miedo de luchar por ello",Motivación/lucha personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,{{PERSON}} no me canse de remarla,Esfuerzo en relación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Por que no apareciste antes???,Lamento sobre el pasado,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,"No importa lo que me digan y cuanto  me  critiquen 
Cuando amas a una persona te la jugas por tu felicidad y la de esa  persona",Compromiso amoroso,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Yo no te quiero yo te amo,Amor romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,No se por que pero solo con vos  me  pasa  esto,Conexión personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,"Por que te amo tanto 
{{PERSON}} lpm",Amor romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Prefiero andar con amigos locos que con amigos falsos,Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,"Quien vive del orgullo, muere de soledad",Reflexión sobre orgullo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7df976ca3e,Cerca de ti es el lugar donde quiero estar,Deseo de cercanía,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Es imposible no querer darle un beso cuando sonríe.,Afecto/atracción,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,El amor se mide por la cantidad de veces que sonríes estupidamente a solas.,Reflexión sobre el amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7df976ca3e,Soy como el amor de tu vida pero en versión mejorada.,Humor/coqueteo,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_7df976ca3e,Soy la loca de la more y nada mas te amo cachufleta sos todo {{LOCATION}} vamos por muchito mas aguitos,Amor/afecto personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Como me gusta gastar plata {{PERSON}},Compras,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_4f8c5e6161,Las videollamadas con mis amigas son todo lo que necesito para empezar el día bien ❤️‍🩹,Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Vinieron dos cordobeses a la cafetería y me alegraron el día con lo amable y la conversación que tuvimos❤️❤️❤️ gracias ❤️❤️❤️,Interacción social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Yo sé que estoy mal del hígado pero igual me voy a comer ese chocolate. El que tenga miedo a morir que no nazca dicen,Indulgencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,15 días 🫣🫣🫣🫣,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4f8c5e6161,Que adiccion de mierda las nueces lpm no puedo parar de comerlas 🫡,Comida,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_4f8c5e6161,Antes de irme tengo que juntarme con mis amigas si o si 🤨,Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Que placer se siente renunciar a un trabajo que te hacía mal psicológicamente ❤️,Renuncia laboral,ECO,"Economía, empleo y vivienda"
Argentina,USER_4f8c5e6161,"Después de años soy feliz con mi colchón y sommier, y mi Smart tv 💘 de la mano de mi amorcito obvio🥰",Hogar y pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Que semana de mierda e interminable,Queja,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,Las extraño pero también me pueden chupar bien un huevo 🤷🏽‍♀️,Sentimientos encontrados,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,Me explota la cabeza tanto pensar en lo que sería mi vida si hubiera tomado una buena decisión allá por el {{NUMBER}}...,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,"Algún día se me va a dar, lo se 🙌",Esperanza,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,Fue solo un día pero bueno,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4f8c5e6161,Esta mujer me hizo feliz❤,Relación personal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4f8c5e6161,Soy yo o esta semana está durando mucho?,Percepción del tiempo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4f8c5e6161,"Veremos el lunes dice, quien dijo que el lunes voy a trabajar? Ta loco",Trabajo,ECO,"Economía, empleo y vivienda"
Argentina,USER_4f8c5e6161,Eso dicen los que lo tienen...,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4f8c5e6161,Yo cuando me quedo sin espacio en el celu {{PERSON}},Tecnología,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_4f8c5e6161,Alguien vio Bravas esa serie de YouTube???,Cine y series,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_4f8c5e6161,Termine de ver Juliantina y aunque parezca una pelotudez la llore casi toda jajaja lpm,Cine y series,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_4f8c5e6161,"Fui a {{LOCATION}} y automáticamente extrañe todo, todo💔",Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_77061b99c5,"Dale andá. Y fíjate si encontrás otra persona que te mire con tanto amor, que te perdone algo imperdonable, que haga hasta lo imposible por vos.",Desamor/relaciones pasadas,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Y me chupa un huevo si me haces mal o que lo nuestro no funcione. Yo lo quiero vivir con vos y me voy a bancar todo.,Amor incondicional/relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,"Gracias por siempre pasar K-pop 😍

#BTSCampeonEnMTVHits",Música k-pop,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_77061b99c5,Parece que para el ser humano hacer daño viene de fábrica; herimos incluso a las personas a las que queremos.,Reflexión sobre la naturaleza humana,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_77061b99c5,"No importaba el desastre que me generaba, mucho menos el que era, tampoco como pifiaba, ni como me lastimaba, solo quería que no se vaya.",Apego en relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Esto y cansado de sentirme así por personas que en su momento valían todo y que ahora no valen nada . Sólo quiero despegarme de mi pasado .,Ruptura/superación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,No todos tenemos la misma capacidad para superar algo.,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_77061b99c5,Ojalá pudiera ser la mierda de persona que son conmigo sin algún sentimiento de culpa.,Deseo de venganza/frustración,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,{{USER_MENTION}} 😍😍😍 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_77061b99c5,"No entiendo a los que terminan una relación y al día siguiente andan con otra. Yo necesito días, meses y un exorcismo para volver a amar.",Ritmo de superación amorosa/relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,{{USER_MENTION}} {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_77061b99c5,"No te quiero como algo temporal, te quiero como algo permanente, que no te vayas, que no me vaya, que nos quedemos.",Deseo de permanencia en el amor,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Como me gustaría ir abrazarte y no soltarte nunca mas.😔,Anhelo romántico/afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,{{PERSON}} (In Studio) {{URL}} vía {{USER_MENTION}} {{USER_MENTION}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_77061b99c5,"Enamorate de alguien que vuelva a ti después de las peleas, y no de alguien que el orgullo lo domine.😌✌",Consejos de relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Nada vuelve a ser igual dos veces.👌,Reflexión filosófica,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_77061b99c5,"Ella te va a decir que esta bien que todo ha pasado y que no te preocupes pero campeón, la mataste por dentro.💔😔",Ruptura y dolor ajeno,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,MI VIDA VESTIDO DE NIÑA.!♡ - Michaeel Boons {{URL}} vía {{USER_MENTION}} AMO LOS VIDEOS DE {{USER_MENTION}} 😍🙈,Entretenimiento/videos,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_77061b99c5,Ella era lo mas hermosa y siempre creyó que era fea.,Percepción de belleza/inseguridad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_77061b99c5,"Una novia como {{PERSON}}😏🙊🙈😍👈
{{USER_MENTION}}",Deseo de pareja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Seduceme Mujer 😍,Seducción/deseo,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_77061b99c5,Me encanta tu manera de ser y como me miras 🙈😍👈,Aprecio en relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,Por fin puedo decir que estoy bien...,Bienestar personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6affd7f8a0,Que lindo sería estar con el 😍,Deseo romántico,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,¿conoces esa sensación cuando realmente se puede sentir el dolor en el pecho al escuchar o ver algo que rompe tu corazón?,Dolor emocional,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_6affd7f8a0,Es increíble cómo alguien de la nada pasa a convertirse en todo.,Impacto de relaciones,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,"No somos personas frías por falta de sentimientos, sino por abundancia de decepciones.",Reflexión sobre decepciones,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6affd7f8a0,La gente buena sufre hasta que se vuelve mala.,Reflexión sobre el sufrimiento,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6affd7f8a0,"El silencio otorga, la sonrisa confirma y la mirada habla.",Comunicación no verbal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,Buen dia,Saludo diario,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,Duele extrañarte,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_6affd7f8a0,Quien quiere estar en un grupo de wasap manden msj +{{NUMBER}},Invitación a grupo social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,Quien quiere estar manden wasap y l{{USER_MENTION}} agrego +{{NUMBER}} {{URL}},Invitación a grupo social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,Buen dia :):,Saludo diario,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_6affd7f8a0,{{PERSON}} me iluciono :(,Desilusión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,Sean responsables de todo lo que hacen y dicen. {{LOCATION}} las putas consecuencias de todo.,Opinión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,Como todos {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,Situaciones que trato de disimular pero que me hacen mierda.,Malestar personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,No quiero comer nunca más en mi puta vida,Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,No saben lo HORRIBLE que es estar desconforme con vos (en todo sentido) no se lo deseo ni a peor enemigo,Inconformidad personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,No hay nada más feo que sentir que la vida está en contra tuyo. No hay nada más feo que vivir sintiéndote sola por más que vivas rodeada de gente.,Sentimiento de soledad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4b3a1c7e3b,Pequeña clase de psicología. {{URL}},Psicología,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_4b3a1c7e3b,"Perdón mamá, perdón papá. No soy como ustedes quieren que sea. Soy como yo quiero ser.",Autoafirmación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,¿Eres feliz? {{URL}},Reflexión sobre felicidad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,lo quiero con ese cuerpo {{URL}},Atracción física,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4b3a1c7e3b,Cuídame cuídame que yo no sé.,Necesidad de apoyo,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_4b3a1c7e3b,Siempre algo tiene que pasar para hacerme sentir mal.,Pesimismo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,Todas las personas que ves están luchando una batalla. Se amable siempre.,Consejos de vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_4b3a1c7e3b,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_e6b649ffb9,Para vos rocio,Mensaje personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_e6b649ffb9,"{{LOCATION}}, antes de las 5 termina la joda del 24",Fiesta/evento social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Estas hecha pa' miiiiiii,Afecto/atracción,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,"Unos palitos, pero seguro despues me manda pidiendo perdon de madrugada 😂",Conflicto interpersonal,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Para que voy a hacer mi descarga no? Si el vago siempre tiene la culpa de todo,Queja/desahogo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_e6b649ffb9,{{USER_MENTION}} saca esa toyota vamos pa morri,Invitación social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Me voy a pegar un baño y voy a esperar que {{PERSON}} asi le saco esa verga de auto que tiene 😂😂,Planes de transporte,MOV,"Movilidad, transporte y espacio urbano"
Argentina,USER_e6b649ffb9,Ustedes sabes que papi me hizo llevar una caja con cosas en bici Y EL ANDANDO EN CAMIONETA jajaja este loco me odia,Anécdota familiar/humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_e6b649ffb9,"Me invito a caminar papi, entre a cambiarme y no estaba mas cuando {{PERSON}} hasta papi me judea",Anécdota familiar/queja,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,La peco recien levantada,Observación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_e6b649ffb9,"{{LOCATION}} y valoren a las personas que quieren, ni se imaginan el dolor que dejan cuando se van.",Reflexión sobre la pérdida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_e6b649ffb9,Sabes que me chupe anoche,Consumo de alcohol,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_e6b649ffb9,Gano la bandaaaa chicas,Celebración de victoria,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_e6b649ffb9,No me va a dar bola nunca pero yo la amo. {{LOCATION}} gomeeeee,Amor no correspondido,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Llueve y les pica la que te dijeeeeee,Humor sexual/observación social,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_e6b649ffb9,{{NUMBER}} que año dificil no? Se perdieron muchas cosas,Reflexión sobre el año,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_e6b649ffb9,"No me contesta, ojala no le venga",Problema de comunicación/relación,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Les gusta la joda,Observación social/fiesta,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_e6b649ffb9,Su chupa,Consumo de alcohol/fiesta,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_e6b649ffb9,Y si te llama roman?,Deportes (fútbol),DEP,Deporte y competición
Argentina,USER_e6b649ffb9,Si no te gustan las verduras andate al hotel ya jaja,Humor/alimentación,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_e6b649ffb9,No tengo pileta pero a vos te pileteo igual. {{LOCATION}},Coqueteo/humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_7d3b7417be,Tuve un día re violento. Giane cuando veas mis uñas mañana no rompas las bolas,Desahogo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,Tengo un problemita  con querer comprar zapatillas 24/7,Compras/consumo,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_7d3b7417be,{{PERSON}} estoy para esta,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7d3b7417be,A mucha gente le falta entender un poco sobre responsabilidad afectiva. Que cabezas de termo,Crítica social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,Que paja cuando te das cuenta que tomaste las decisiones como el culo,Lamento personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,"No estoy llorando, solo se me entró un mis amigas todas con sus novios en los ojos 🫠",Vida sentimental,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,Ese momento feliz donde abro un chocolate y le pongo play a la serie…,Ocio y entretenimiento,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_7d3b7417be,Si totalmente,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7d3b7417be,Real que estoy hablando 24/7 y nunca se termina el tema de conversación. {{PERSON}} todos tengan una Aylu 🥲❤️,Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,Como te explico????,Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_7d3b7417be,Lo más lindo que van a ver,Admiración,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,Que quilombo es la vida no?,Reflexión sobre la vida,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,Quizás hoy tuve uno de esos días donde se es muy feliz🤍,Felicidad personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,"No se olviden, dormir todo lo soluciona.",Consejo personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,"Naaaaa, dame un beso😍😍😍",Afecto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,"Yo curando vuelva a {{LOCATION}}: (todo junto si) 
Picada
Asado
Hamburguesa
Bizcochitos
Alfajores
Sanguchitos de miga",Comida y bebida,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_7d3b7417be,"Como no volver a creer en el amor si {{PERSON}} lo hizo otra vez, diosssss",Vida sentimental,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_7d3b7417be,Un mes del mejor día de mi vida. {{URL}},Celebración personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_7d3b7417be,#NuevaFotoDePerfil {{URL}},Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_7d3b7417be,"Me voy a dormir temprano, porque no puede ser que todas las noches estén ideales para la caipiriña y la vueltita🫣",Ocio y vida nocturna,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_7d3b7417be,Perdón pero yo sigo re gd con los videos de la selección 🥹,Deportes,DEP,Deporte y competición
Argentina,USER_7d3b7417be,Miren a diossssssss,Admiración,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,#NuevaFotoDePerfil {{URL}},Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_0b2ad25e79,"""gracias por todas las cosas que nos diste antes de meterte en todas esas porquerias {{PERSON}}""",Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,lo mejor es cuando pelean entre ellos pensando q ya tomaron {{PERSON}} {{URL}},Conflicto,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,¿¿¿¿¿¿¿:DDDDDDDDDDD???????? {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_0b2ad25e79,bueno a ver si algun dia me despierto y me sale algo bien,Frustración personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,👇🏻👇🏻 abran los ojos gente!!! {{URL}},Comentario social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,"pensabamos que no ibamos a poder guiar con chicos pequeños, pero juntos es todo mas facil❤️",Crianza/familia,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_0b2ad25e79,"que dolor de garganta, no quiero enfermarme {{PERSON}}",Bienestar físico,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Argentina,USER_0b2ad25e79,"que lindo saber que aun queda gente buena, un genio! {{URL}}",Apreciación,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,nos quedamo en la cama sin {{LOCATION}},Vida cotidiana,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,me fui a bañar y cuando volvi mi hermano habia hecho esto...... {{URL}},Relaciones familiares,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,pobre papi me da re lastima boludo,Sentimiento de pena,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,algun dia voy a dormirme y despertarme como una persona normal?,Rutina/sueño,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,la historia se repite {{URL}},Observación social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,"un miedo de salir de la escuela y no ver mi moto, chorros de mierda",Seguridad personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_0b2ad25e79,mi moto recien lavada😍,Bienes personales,CONSUMO,"Consumo, tecnología y compras"
Argentina,USER_0b2ad25e79,"{{PERSON}}, que lindas amigas tengo♥",Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_0b2ad25e79,el fortnite  no es para mi,Videojuegos,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_0b2ad25e79,que hermoso es el mar,Naturaleza,TERR,"Territorio, identidad local y comunidad"
Argentina,USER_0b2ad25e79,"puse mi contraseña en el lol y a lo ultimo le mande un ""(?"" ¿¿¿:D???",Humor/videojuegos,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_0b2ad25e79,💧 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_768d5275c1,#NuevaFotoDePerfil {{URL}},Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_768d5275c1,Jajajajajaja {{URL}},Humor,HUMOR,"Humor, memes y contenido lúdico"
Argentina,USER_768d5275c1,"Me da paja ver a todos así. 
Feliz día para mis amigas wacho❤",Amistad,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_768d5275c1,Que feo es extrañar y no poder reclamar.,Sentimientos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,Exacto. {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Argentina,USER_768d5275c1,"Te fuiste de aquí encontraste otra vida, te fuiste de aquí enterraste la {{PERSON}}🎵",Música,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_768d5275c1,"Y como siempre, para algunos, llega la noche y llegan los recuerdos..",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,Hoy vamos a ver el celuuuuu🙌🙌,Planes personales,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,"Q garrón vivir en frente de la plaza y que no te dejen ir ni siquiera 10m. 
Padres cuidas y los míos. 😒😑",Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,Que onda con las historias de insta? Que kk,Queja sobre redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_768d5275c1,"Y yo sigo aca extrañandote, aunque no te importe..",Sentimientos,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,#NuevaFotoDePerfil {{URL}},Redes sociales,MEDIOS,"Medios, redes sociales y comunicación digital"
Argentina,USER_768d5275c1,"{{LOCATION}} como siempre a buscarte en mi mente, porque sé que nunca te voy a poder olvidar.",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,"Casi que ni miré la película, pero le hice prender la luz a {{PERSON}}",Cine y series,OCIO,"Cultura, ocio y entretenimiento"
Argentina,USER_768d5275c1,"Que admiración a esa gente que no extraña y no quiere.. A las que son así, sepan que tienen mi mayor admiración 👌",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,Mejor me voy a dormir.,Rutina diaria,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,"Le hablaría, pero para que me clave el visto nee",Interacción social,REL,"Relaciones personales, afectivas y vida social"
Argentina,USER_768d5275c1,Alguien me puede explicar de donde mierda saco tanta flojera?.,Pregunta personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Argentina,USER_768d5275c1,... {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
